Area(SQM),Bedroom,Bathroom,Location,Price,Negotiable,Balcony,Electricity,Water,Gas,Landline,Elevator,Security,Built_in_Kitchen,Maids_Room,Private_Garden,Parking,Central(A/C)& heating,Pool,Type,Level,Furnished,Compound,Delivery_Date,Delivery_Term
110,2,1,Nakheel,370000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,5,0.0,Nakheel,Ready,Finished
105,3,1,Miami,650000,1,1,1,1,0,0,1,1,0,0,0,0,0,1,Apartment,10,0.0,,Ready,Not Finished
110,2,1,Nakheel,285000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,2,,,,Finished
200,2,1,Nakheel,240000,1,1,1,1,0,0,1,1,0,1,1,0,0,1,Apartment,5,0.0,,,
220,2,1,Nakheel,365000,1,1,1,1,0,1,1,1,0,1,1,0,0,1,Duplex,5,0.0,,,Finished
70,2,1,Sporting,725000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,,0.0,,Ready,
130,2,2,Agami,580000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,3,1.0,,Ready,Finished
205,3,3,Smoha,3700000,0,0,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,6,0.0,,,Finished
245,3,3,Smoha,4250000,0,0,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,6,0.0,,,Finished
198,3,3,Smoha,4412000,0,1,1,1,1,0,0,1,0,0,0,1,0,1,Apartment,3,0.0,,,Semi Finished
100,2,1,Nakheel,255000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
220,4,3,Gianaclis,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,,,,
100,2,1,Nakheel,285000,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
110,3,1,Agami,250000,0,1,1,1,1,0,0,1,0,0,0,0,0,0,Apartment,2,0.0,,,Finished
55,2,1,Al Hadrah,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,Ready,
115,2,1,Agami,320000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Apartment,4,0.0,,Ready,Not Finished
180,3,2,Laurent,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,,,Ready,
238,3,3,Roushdy,4760000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,4,0.0,,Ready,Finished
108,2,2,Smoha,1919538,0,1,1,1,1,0,1,1,1,0,1,1,1,0,Apartment,3,0.0,Murooj,2025,Finished
130,3,2,Agami,370000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
120,3,1,Nakheel,340000,1,1,1,1,0,1,1,1,1,1,1,1,0,1,Apartment,2,0.0,,Ready,Finished
160,3,1,Agami,850000,1,1,1,1,0,0,0,1,0,0,0,1,0,0,Apartment,4,0.0,,Ready,Finished
96,2,1,Sidi Beshr,1400000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Apartment,1,1.0,,Ready,Finished
125,3,1,Asafra,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,,
110,2,1,Nakheel,320000,1,1,1,1,0,1,1,1,0,1,0,0,0,1,Apartment,6,0.0,,Ready,Finished
150,3,2,Nakheel,560000,1,1,1,1,0,1,1,1,0,1,0,1,0,1,Apartment,5,0.0,,Ready,Finished
105,2,1,Smoha,680000,0,0,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,10,0.0,,Ready,
165,3,2,Saba Pasha,1650000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,,,Finished
120,3,1,Camp Caesar,800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,,Finished
130,3,1,Agami,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,,,soon,Finished
135,3,1,Agami,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
181,4,3,Moharam Bik,5133000,0,1,1,0,0,0,1,1,0,1,0,1,0,1,Apartment,3,0.0,,,
120,3,1,Kafr Abdo,1250000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
180,3,3,Sporting,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,,,Finished
100,2,1,Sidi Beshr,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
90,2,1,Smoha,1000000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
144,2,1,Amreya,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,,,,Semi Finished
120,2,1,Raml Station,1850000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
120,2,1,Nakheel,350000,1,1,1,1,0,1,0,1,0,0,1,0,0,0,Duplex,,0.0,Nakheel,Ready,Finished
195,3,2,Smoha,3000000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Semi Finished
120,3,2,Agami,475000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,4,1.0,,soon,Finished
130,3,2,Nakheel,410000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished
140,3,1,Agami,470000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
220,4,2,Nakheel,380000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Duplex,5,0.0,,,Finished
100,2,2,Sidi Beshr,1500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,,,,Finished
160,3,2,Saba Pasha,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
210,3,3,Stanley,2730000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
175,3,3,Laurent,2200000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
220,3,2,Roushdy,2450000,0,0,1,1,1,0,0,1,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
225,3,3,Glim,2950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,Ready,Semi Finished
135,3,3,Smoha,2902000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,2025,
130,2,1,Sidi Beshr,825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,,within 6 months,Semi Finished
300,4,3,Laurent,2650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,,
220,4,3,Kafr Abdo,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,,Finished
220,3,3,Smoha,3500000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
227,3,2,Moharam Bik,2951000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,,,,Finished
112,2,1,Bolkly,900000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
220,3,3,Smoha,4000000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
120,3,1,Miami,810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,,,,
122,2,2,Moharam Bik,1200000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,9,0.0,,Ready,Finished
165,3,2,Smoha,1800000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,6,0.0,,,Finished
105,2,2,Maamoura,2300000,1,1,1,1,0,0,0,1,1,0,0,0,1,0,Apartment,3,1.0,,Ready,Finished
159,3,2,Smoha,2862000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,,2025,Finished
145,3,2,Smoha,1975000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,8,,,,Finished
180,3,2,Zezenia,2200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,,,Finished
110,3,1,Sidi Beshr,900000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,
250,5,2,Agami,650000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,,
245,3,2,Zezenia,3600000,0,0,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,2,0.0,,Ready,Finished
160,3,3,Sidi Gaber,3000000,1,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,4,0.0,,Ready,Finished
121,3,1,Sidi Beshr,2700000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10,0.0,,,Finished
125,2,2,Maamoura,2450000,0,1,1,1,0,0,0,1,1,0,0,0,1,0,Apartment,2,1.0,,,Finished
135,2,1,Roushdy,1750000,0,0,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,8,0.0,,Ready,Finished
125,3,1,Cleopatra,1350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,,,,
250,4,3,Gianaclis,4300000,0,0,1,1,1,1,0,1,1,0,0,1,1,0,Apartment,6,0.0,,Ready,Finished
145,3,2,Agami,750000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
250,2,2,Agami,450000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
200,3,2,Laurent,2500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
120,3,1,Agami,385000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,soon,Finished
130,3,1,Smoha,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,,,Finished
140,3,2,Maamoura,2000000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,,,Finished
160,3,2,Kafr Abdo,1450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
105,3,1,Sidi Beshr,900000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
152,4,2,Smoha,3800000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,6,0.0,,2025,Finished
140,2,1,Al Ibrahimiyyah,1700000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,,,Ready,Finished
75,2,1,Sidi Beshr,380000,0,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
173,4,2,Smoha,3719500,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,,2025,Finished
450,4,4,Laurent,4500000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Duplex,10+,0.0,,Ready,
150,3,2,Nakheel,520000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,4,0.0,,,Finished
184,4,1,Smoha,3864000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,,2025,Finished
128,3,2,Miami,1216000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,5,0.0,,2023,Semi Finished
100,2,1,Nakheel,330000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,3,0.0,,,Finished
165,3,2,Mandara,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,,
76,2,1,Moharam Bik,650000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
135,3,1,Asafra,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,,
120,2,2,Smoha,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,,,,
260,4,3,Miami,2850000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10,0.0,,soon,
95,2,1,Asafra,900000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
120,2,2,Smoha,1980000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,10+,0.0,Murooj,soon,Finished
94,2,1,Smoha,550000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
215,4,3,Laurent,4100000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,7,0.0,,Ready,Finished
158,3,2,Smoha,3278515,0,0,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,8,0.0,Murooj,soon,Finished
202,3,2,Smoha,1250000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
150,3,2,Sidi Beshr,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
148,3,2,Moharam Bik,3343000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,,2025,Finished
120,3,1,Al Ibrahimiyyah,1150000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
245,4,3,Smoha,4700000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
170,3,2,Smoha,3100000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Semi Finished
195,3,2,Roushdy,4095000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,,,Ready,Finished
250,4,2,Nakheel,385000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Duplex,5,0.0,Nakheel,Ready,Finished
133,3,2,Smoha,2012000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,,2025,Finished
163,3,3,Smoha,3360000,1,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,9,0.0,,soon,Finished
135,3,2,Nakheel,520000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
184,3,2,Smoha,4446245,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,10,0.0,,2023,Finished
145,3,2,Smoha,3000000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,3,0.0,Murooj,soon,Finished
180,2,2,Laurent,2250000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
150,2,2,Saba Pasha,2250000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
135,2,1,Nakheel,425000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Apartment,3,,,Ready,Finished
60,2,1,Abu Qir,290000,0,1,1,1,1,0,1,0,1,0,0,0,0,0,Apartment,3,1.0,,,Finished
185,3,2,Smoha,950000,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Apartment,10+,0.0,,Ready,Finished
300,4,2,Nakheel,450000,1,1,1,1,0,1,1,0,0,0,0,0,0,0,Duplex,5,0.0,Nakheel,Ready,Finished
80,1,1,Nakheel,205000,1,1,1,1,0,1,0,1,0,0,0,0,0,1,Duplex,,1.0,Nakheel,Ready,Finished
150,3,2,Sidi Beshr,968000,0,1,1,1,1,1,1,0,0,0,0,1,0,0,Apartment,5,0.0,,Ready,Semi Finished
175,3,2,Roushdy,2400000,1,1,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,3,,,,
280,4,2,Nakheel,395000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Duplex,5,0.0,,Ready,Finished
240,1,2,Miami,3500000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
130,2,2,Nakheel,410000,1,1,1,1,0,1,1,1,0,1,0,1,0,1,Apartment,2,0.0,,Ready,Finished
230,4,2,Agami,400000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Duplex,5,0.0,,Ready,Finished
220,4,2,Nakheel,390000,1,1,1,1,0,1,1,1,1,1,1,1,0,1,Duplex,5,0.0,,Ready,
240,3,2,Nakheel,500000,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Apartment,5,0.0,,,
140,3,2,Agami,570000,1,1,1,1,0,1,0,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
300,5,3,Nakheel,700000,1,1,1,1,0,0,1,1,0,1,1,0,0,1,Duplex,6,0.0,,,
120,3,1,Nakheel,480000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,7,0.0,,,Finished
113,3,1,Zezenia,950000,1,1,1,1,1,0,1,0,1,0,0,1,0,0,Apartment,,0.0,,Ready,Finished
155,3,1,Smoha,1250000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,,,,Finished
75,2,1,Agami,200000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,,,Ready,Finished
200,3,2,Glim,8000000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Duplex,3,0.0,,Ready,Finished
80,2,1,Nakheel,220000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Studio,,1.0,,Ready,Finished
260,3,2,Laurent,3200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,5,,,Ready,Finished
135,3,1,Smoha,1350000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,1,,,Ready,Finished
14,2,1,Nakheel,265000,0,1,1,1,0,0,0,1,1,0,0,0,0,1,Studio,,0.0,,Ready,Finished
90,2,1,Nakheel,230000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,4,0.0,,,
130,2,1,Nakheel,295000,0,1,1,1,0,0,0,1,0,0,1,0,0,0,Studio,,1.0,,Ready,Finished
90,2,1,Maamoura,400000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
120,2,1,Nakheel,335000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
275,3,3,Miami,2100000,1,1,1,1,1,1,1,1,0,0,0,0,1,0,Duplex,10+,0.0,,Ready,
85,4,1,Smoha,2800000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,,,,Finished
200,3,3,Smoha,3000000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
170,3,2,Laurent,2000000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,,0.0,,Ready,Finished
149,3,2,Smoha,3737000,0,0,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,3,0.0,,Ready,Finished
100,3,1,Sidi Beshr,800000,0,1,1,1,1,1,1,1,1,0,0,0,1,0,Apartment,8,0.0,,Ready,Finished
90,3,1,Asafra,520000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
80,2,1,Victoria,700001,1,0,1,0,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
193,3,2,Roushdy,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,,,,
135,3,1,Sidi Beshr,230000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,
207,3,3,Laurent,2900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,,,Finished
220,3,2,Bolkly,1850000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
50,2,1,Smoha,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,,Finished
272,5,4,Kafr Abdo,5200000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Duplex,,0.0,,2025,Core & Shell
105,2,1,Sidi Beshr,570000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
122,2,2,Smoha,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,,Finished
135,3,3,Smoha,3170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,,,Finished
211,3,3,San Stefano,3850000,1,1,1,0,1,0,1,1,0,0,0,0,0,0,Apartment,6,,,,
80,2,1,Al Ibrahimiyyah,775000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
125,3,1,Agami,500000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Semi Finished
152,3,2,Smoha,1750000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
289,3,3,San Stefano,7803000,0,1,1,1,1,0,1,1,0,1,0,1,0,0,Apartment,3,0.0,,within 6 months,Finished
136,3,2,Smoha,2100000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,,,Finished
120,2,2,San Stefano,1500000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
200,3,2,Glim,3000000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
300,4,3,Sidi Gaber,4650000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,4,1.0,,Ready,Finished
120,2,1,Camp Caesar,1150000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
280,3,2,Smoha,5000000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
113,2,1,Maamoura,1250000,1,1,1,0,0,0,1,0,1,0,0,0,0,0,Apartment,2,1.0,,Ready,Finished
250,3,3,Laurent,4125000,0,1,1,1,1,0,1,1,0,1,0,1,0,0,Apartment,1,,,Ready,Finished
110,2,1,Sidi Beshr,870000,1,1,1,1,0,0,1,0,0,0,0,1,0,0,Apartment,10+,0.0,,Ready,Finished
330,10+,10,Al Ibrahimiyyah,16000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Duplex,4,0.0,,Ready,Finished
256,3,2,Roushdy,3700000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,9,0.0,,,Finished
156,3,2,Saba Pasha,2262000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
520,3,3,Asafra,6000000,0,1,1,1,1,1,1,1,1,0,0,0,0,0,Duplex,10+,1.0,,,
177,3,2,Glim,2300000,0,0,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10+,0.0,,Ready,
113,3,1,Smoha,1750000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
17,3,2,Raml Station,3000000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
190,3,3,Kafr Abdo,2650000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
180,3,2,Smoha,3420000,0,1,1,1,1,0,1,0,0,0,0,1,0,0,Apartment,4,0.0,,Ready,Finished
210,3,3,Smoha,3500000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,9,0.0,,Ready,Finished
190,3,3,Glim,4200000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
224,3,3,Smoha,4480000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Duplex,4,0.0,,Ready,Finished
145,3,2,Smoha,1500000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
135,2,1,Smoha,1650000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
100,3,1,Agami,435000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
138,2,2,Smoha,3984000,0,1,0,0,0,0,1,1,0,0,0,1,0,0,Apartment,2,0.0,,,Semi Finished
110,2,1,Gianaclis,880000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,5,0.0,,,Finished
156,3,2,Smoha,3262500,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,5,0.0,,,Finished
155,3,2,Smoha,2100000,0,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
184,3,3,Moharam Bik,4400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
175,3,2,Agami,450000,1,0,1,1,0,1,1,0,1,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
177,3,3,Miami,3300000,0,1,1,1,1,1,1,1,0,1,1,1,1,1,Apartment,6,0.0,,within 6 months,Finished
145,3,2,Mandara,1100000,0,1,1,1,1,0,1,1,0,1,1,1,0,0,Apartment,2,,,Ready,Finished
320,4,4,Glim,8500000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,9,,,,
160,3,2,Smoha,1750000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,7,,,,
100,2,2,Nakheel,250000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Apartment,5,0.0,,,Finished
180,3,1,Smoha,2600000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
95,2,1,Nakheel,265000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,1,0.0,,,Finished
200,4,2,Nakheel,380000,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Duplex,5,0.0,,,Finished
152,3,2,Smoha,2200000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,,,Finished
110,3,1,Cleopatra,1000000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
148,3,1,Cleopatra,2800000,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
100,2,1,Sidi Gaber,1450000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10,0.0,,,Finished
120,3,1,Miami,580000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
176,3,3,Smoha,2860000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,8,0.0,Murooj,,Finished
177,3,3,Moharam Bik,4200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
100,2,1,Nakheel,270000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished
110,2,1,Sidi Beshr,700000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,,Finished
125,2,1,Laurent,1750000,1,0,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
120,2,2,Maamoura,800000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
165,3,2,Glim,2350000,0,1,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,10+,,,,
200,3,3,Smoha,3500000,0,1,1,1,1,1,0,1,0,0,0,1,0,1,Apartment,5,0.0,,Ready,
140,2,2,Maamoura,1300000,0,1,1,1,0,1,1,1,1,0,0,0,0,0,Apartment,5,1.0,,Ready,Finished
110,3,1,Sidi Beshr,975000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
100,2,1,Nakheel,235000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
160,3,1,Al Ibrahimiyyah,1850000,0,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,10,,,,
100,2,1,Nakheel,285000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
125,2,1,Nakheel,240000,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Studio,,0.0,,Ready,Finished
